Rubro;Nombre;Costo;Pre.;%G1.;Pre2;%G2.;Cod.;Stock;Mod.
PALACIO;JUGO INCA SOBREMULTIFRUTAS;4,08;6;47;0;0;7,79806E+12;973;11/09/2018
OSOLA;JUGO JUMEX ANANA;71;90;26,76;86;21,46;7,50101E+12;90;13/09/2019
OSOLA;JUGO JUMEX COCO-ANANA;71;90;26,76;86;21,46;7,50101E+12;100;13/09/2019
OSOLA;JUGO JUMEX DURAZNO;71;90;26,76;86;21,46;7,50101E+12;95;13/09/2019
OSOLA;jugo jumex frutilla-banana;71;90;26,76;86;21,46;76406668205;100;13/09/2019
OSOLA;JUGO JUMEX GRANADA;80;100;25;96;19,72;7,50101E+12;92;13/09/2019
OSOLA;JUGO JUMEX MANGO;71;90;26,76;86;21,46;7,50101E+12;100;13/09/2019
OSOLA;JUGO JUMEX MANZANA;71;90;26,76;86;21,46;7,50101E+12;93;13/09/2019
OSOLA;JUGO JUMEX NARANJA;71;90;26,76;86;21,46;7,50101E+12;100;13/09/2019
LAYS;JUGO PURO SOL DE NARANJA TETRA 500 ML;17,5;23;31;0;0;7,79807E+12;4;
ARCOR;JUGO SOBRE BC LIMONADA;38,7;50;29,2;260,06;12;7,79058E+12;997;27/01/2023
ARCOR;JUGO SOBRE BC MANZANA;38,7;50;29,2;260;12;7,79058E+12;70;27/01/2023
ARCOR;JUGO SOBRE LIMONADA Y PEPINO BC;12,23;18;48,37;260,1;18,14;3165;77;21/07/2022
TERRABUSI;JUGO TANG  NARANJA Y MANGO;11,49;17;45,25;77,22;12;7,6223E+12;957;27/09/2019
TERRABUSI;JUGO TANG NARANJA;11,49;20;74,06;77,22;12;7,6223E+12;954;28/05/2020
TERRABUSI;JUGO TANG POMELO ROSADO;11,49;20;74,06;77,22;12;7,6223E+12;958;28/05/2020
TERRABUSI;JUGO TANG SABOR DURAZNO;3,91;6;50;0;0;7,6223E+12;-10;27/09/2019
OSOLA;JUMEX DURAZNO LATA 335 ML;60,06;78;30;414,42;15;7,50101E+12;2;30/03/2019
OSOLA;JUMEX MANZANA LATA 335 ML;60,06;78;30;414,42;15;7,50101E+12;2;30/03/2019
OSOLA;KAHLUA;860;1040;20,93;5779,2;12;7,61059E+12;9;13/03/2020
OSOLA;KARAMEL CREAM MARULA;264,3;336;27;0;0;7,79817E+12;65535;12/12/2017
ARCOR;KETCHUP HOT;52,67;66;25,31;353,94;12;7,79336E+12;100;21/07/2022
ARCOR;KETCHUP LA CAMPAGNOLA;82,37;66;-19,87;553,5;12;7,79336E+12;100;21/07/2022
ANALGESICOS;KETOROLAC 10 MG;40;80;100;0;0;102;64624;16/02/2023
PALACIO;KINDER BARRITA CHOCOLATE 12.5 G;8,63;12;38;0;0;80050315;979;
PALACIO;KINDER BARRITAS CHOCOLATE X 4 ok;25,18;36;42;0;0;77949677;999;16/07/2020
QUILMES;KIT 6 LATAS + CUBIERTOS QUILMES;2592,36;3300,07;27,3;17880;14,95;7,7928E+12;10;08/03/2022
ACONCAGUA;KIT ACONCAGUA + COPA;4200;5300;26,19;4830;15;4433;988;02/03/2023
BARRICA BEBIDAS;Kit Atomik Prensa + Picador;3200;4500;40,63;24960;30;4516;100;03/01/2023
BARRICA BEBIDAS;Kit Atomik Presnsa + Picador;6400;8000;25;46080;20;4513;10;24/12/2022
BARRICA BEBIDAS;KIT BOTANICOS CUCHARA COPA;2350;2970;26,38;2820;20;3366;7;11/09/2021
HUGO NORTON;KIT DE EMERGENCIA BARBA ROJA;4004;5000;24,88;4600;14,88;4410;97;02/02/2023
SAN JUAN;KIT PREVIA DEL HINCHA;250;325;30;290;16;3158;8;02/11/2019
SAN JUAN;KIT PREVIA VERANO;335;420;25,37;2251,2;12;7,79095E+12;8;14/12/2019
OTROS;KITKAT 41.5 GR;23,5;30;27;0;0;7,891E+12;35;23/06/2018
OTROS;KITKAT DARK 41.5 GR;23,5;30;27;0;0;7,891E+12;89;23/06/2018
OTROS;KITKAT MINI 16.7 GR;8,76;15;71;0;0;7,891E+12;10;
OTROS;KOKA DE 30 grs;100;200;100;0;0;1514;489;26/03/2022
OTROS;KOKA DE 60GR;140;200;42,86;0;0;2246;588;26/12/2020
OTROS;KOKA MACHUKADA;16;34,88;118;0;0;2236;994;24/01/2019
OTROS;KOKA MACHUKADA X65;31;59,83;93;0;0;2235;982;24/01/2019
Cofico;LA CAVERNA DEL BRUJO RED CELIACOS;220;280;27,27;530;20,45;3079;92;29/10/2021
PALACIO;LA GOTITA;115,05;140;21,86;773;12;77917188;86;04/08/2021
BADIE;LATA DE CERVEZA SALTA  CHICA;22,02;33;48,08;158,52;20;7,79315E+12;65411;30/09/2019
OTROS;LATA DE DURAZNO SILVIA X 485 G;20,5;25;21;0;0;7,7905E+12;97;
PEPSI;LATA GUARANA ANTARTICA;98,19;120;22,21;680;15,42;7,7928E+12;876;02/12/2022
ANALGESICOS;LATA PORTA SEDA LIYOS LION ROLLING;660;850;28,79;4752;20;3325;100;28/02/2023
BARRICA BEBIDAS;latas 1 diciembre 2021;88,64;90,83;2,47;544,98;2,47;3449;-4790;08/12/2021
ANALGESICOS;LATAS BLUNT REY;750;990;32;5400;20;3467;7;08/02/2022
BARRICA BEBIDAS;LATAS PEPSI X 6 NO USAR;760,14;948;0;0;0;3037;0;03/02/2023
ANALGESICOS;LATITAS LION ROLLING CIRCUS;430;550;27,91;3096;20;7,79812E+12;996;22/10/2022
CORDOBEZA;LATITUD 33 CHARDONNAY;272;350;28,68;1880;15,2;7,79098E+12;92;04/08/2021
ALMACEN;Lavandina Esencial x 1 LT;35,82;50;39,59;258;20;11539;1000;26/04/2022
ALMACEN;Lavandina Esencial x 2 LT;66,56;90;35,22;479;20;11540;996;26/04/2022
ALMACEN;LAVANDINA X5 1L;29,52;40;35,5;198,37;12;7,79239E+12;96;01/04/2020
ALMACEN;Lavavajillas 750cc Esencial;38,94;60;54,08;300;28,4;3926;1;11/05/2022
BRINDAR OTROS;LAY'S JAMON SERRANO 51G;29,66;40;34,86;199,32;12;7,79031E+12;-3;16/03/2020
BRINDAR OTROS;LAY'S PANCETA Y CEBOLLA 51G;29,66;40;34,86;199,32;12;7,79031E+12;3;16/03/2020
LAYS;LAYS CIERVO AHUMADO 43G;19,28;25;29;0;0;7,79031E+12;984;
LAYS;LAYS CLASICA 105 G;46,13;60;29,31;0;0;7,79031E+12;-11;31/01/2019
LAYS;LAYS CLASICA X 60 G;23,83;30;25;0;0;7,79031E+12;65256;19/07/2018
BRINDAR OTROS;LAYS CLASICAS 140 GR.;133,04;160;20;894;12;7,79031E+12;976;28/01/2021
BRINDAR OTROS;LAYS CLASICAS 240 GR.;199,6;240;20,24;1341;12;7,79031E+12;974;28/01/2021
LAYS;LAYS CLASICAS 250GR;146,26;190;29,91;0;0;7,79031E+12;888;23/07/2020
BRINDAR OTROS;LAYS CLASICAS 90 GR.;99,74;131;31,15;670,26;12;7,79031E+12;969;06/12/2021
LAYS;LAYS HUMITA TIPO NORTE¾A;18,28;25;36;0;0;7,79031E+12;989;
BRINDAR OTROS;LAYS JAMON SERRANO 86 GR;74,17;100;34,83;498;12;7,79031E+12;155;29/10/2020
BRINDAR OTROS;LAYS LIMON 85 GR.;208;260;25;1398;12;7,79031E+12;945;02/06/2022
LAYS;LAYS PROVOLETA GRILLADA 43G;19,28;25;29;0;0;7,79031E+12;997;
LAYS;LAYS QUESO CEBOLLA 95G;26,92;35;30;0;0;7,79031E+12;987;
LAYS;LAYS SABOR A SALAME 43Gr;18,28;25;36;0;0;7,79031E+12;989;16/07/2020
LAYS;LAYS STAX CEBOLLA X 140 G;71,3;95;33;0;0;7,802E+12;83;19/09/2018
LAYS;LAYS STAX ORIGINAL X 140 G;71,3;95;33;0;0;7,802E+12;979;19/09/2018
LAYS;LAYS STAX QUESO X 140 G;71,3;95;33;0;0;7,802E+12;988;19/09/2018
VIDELA;LEMONCELLO CHELO;575;690;20;3968;15;3334;94;20/04/2021
PEJINAKIS;LEVITE  MANGO NARANJA 1.5LT;112,41;140;24,54;750;11,2;7,79806E+12;984;04/09/2021
PEJINAKIS;LEVITE CERO 2.5LT;40;50;25;0;0;7,79806E+12;993;24/01/2019
PEJINAKIS;LEVITE CERO FRUTOS ROJOS X 1.5 L;89;110;23,6;600;12,36;7,79806E+12;650;27/03/2021
PEJINAKIS;LEVITE CERO LIMON X 600 ML;18,14;30;65,38;0;0;7,79806E+12;993;17/03/2020
PEJINAKIS;LEVITE CERO LIMONADA 1.5 L;133,2;160;20,12;900;12,61;7,79806E+12;99;08/01/2022
PEJINAKIS;LEVITE CERO MANZANA 1.5 L;255;320;25,49;1750;14,38;7,79032E+12;905;10/12/2022
PEJINAKIS;LEVITE CERO NARANJA X 2.25 L;175,86;210;19,41;1170;10,88;7,79032E+12;967;08/01/2022
PEJINAKIS;LEVITE CERO POMELO  X 2.25 L;175,86;210;19,41;1170;10,88;7,79032E+12;467;08/01/2022
PEJINAKIS;LEVITE CERO POMELO X 1.5 LT;255;320;25,49;1750;14,38;7,79032E+12;65461;10/12/2022
PEJINAKIS;LEVITE CERO SABOR LIMON X 1.5 L;255;320;25,49;1750;14,38;7,79806E+12;510;10/12/2022
PEJINAKIS;LEVITE CERO SABOR NARANJA X 1.5 L;255;320;25,49;1750;14,38;7,79032E+12;962;10/12/2022
PEJINAKIS;LEVITE DOBLE SABOR X 1.5 L;112,41;140;24,53;750;11,2;7,79806E+12;656;04/09/2021
PEJINAKIS;LEVITE FRUTILLA LIMON 2.25 L;107,13;130;21,35;739;15;7,79806E+12;959;16/07/2020
PEJINAKIS;LEVITE LIMON 2.25 L;175,86;210;19,41;1170;10,88;7,79032E+12;76;08/01/2022
PEJINAKIS;LEVITE LIMONADA CLASICA  2.5LT;107,13;130;21,35;739;15;7,79806E+12;976;26/09/2019
PEJINAKIS;LEVITE MANGO NARANJA  1.5L;91,26;110;20,53;630;15,06;7,79806E+12;970;10/04/2021
PEJINAKIS;LEVITE MANGO NARANJA  600ML;19,3;30;55,44;0;0;7,79806E+12;919;17/03/2020
PEJINAKIS;LEVITE MANGO NARANJA 2.5 L;40;50;25;0;0;7,79806E+12;986;16/07/2020
PEJINAKIS;LEVITE MANGO NARANJA 500 ML;34;50;47,06;470;15,17;7,79032E+12;95;27/06/2020
PEJINAKIS;LEVITE MANZANA 2 LITROS;295,24;360;21,93;2040;15,16;7,79806E+12;758;07/11/2022
PEJINAKIS;LEVITE MANZANA 2.25 LITROS;175,86;210;19,41;1170;10,88;7,79032E+12;65469;08/01/2022
PEJINAKIS;LEVITE MANZANA 500 ML;108;130;20,37;1440;11,11;7,79806E+12;922;16/07/2022
PEJINAKIS;LEVITE MANZANA CERO 500 ML;108;130;20,37;1440;11,11;7,79032E+12;995;16/07/2022
PEJINAKIS;LEVITE MANZANA X 1.5 L;179;220;22,91;1200;11,73;7,79806E+12;65379;16/07/2022
PEJINAKIS;LEVITE NARANJA 2 L;295,24;360;21,93;2040;15,16;7,79806E+12;884;07/11/2022
PEJINAKIS;LEVITE NARANJA 2.5 L;40;50;25;0;0;7,79806E+12;84;16/08/2017
PEJINAKIS;LEVITE NARANJA 500 ML;108;130;20,37;1440;11,11;7,79806E+12;954;16/07/2022
PEJINAKIS;LEVITE NARANJA CERO 500 ML;108;130;20,37;1440;11,11;7,79032E+12;976;16/07/2022
PEJINAKIS;LEVITE NARANJA CERO X 600 CC;19,3;25;29;0;0;7,79032E+12;94;14/04/2018
PEJINAKIS;Levite PERA 2 LITROS;295,24;360;21,93;2040;15,16;7,79806E+12;900;07/11/2022
PEJINAKIS;LEVITE PERA 500 ML;108;130;20,37;1440;11,11;7,79806E+12;973;16/07/2022
PEJINAKIS;LEVITE POMELO 2 LITROS;295,24;360;21,93;2040;15,16;7,79806E+12;305;07/11/2022
PEJINAKIS;LEVITE POMELO 2.5LT;40;50;25;0;0;7,79806E+12;94;16/08/2017
PEJINAKIS;LEVITE POMELO 500 ML;108;130;20,37;1440;11,11;7,79806E+12;9917;16/07/2022
PEJINAKIS;LEVITE POMELO CERO 500 ML;108;130;20,37;1440;11,11;7,79032E+12;998;16/07/2022
PEJINAKIS;LEVITE SANDIA-FRAMBUESA 2.25 L.;107,13;130;21,35;739;15;7,79032E+12;200;26/09/2019
PEJINAKIS;LEVITE VILLA DEL SUR LIMONADA X 1.5 L;33,08;40;20,92;0;0;7,79806E+12;65331;17/03/2020
HUACHANA MARTIN;LICOR  DE CAFE AL COÑAC TRES PLUMAS 750CC;844;1100;30,33;5800;14,53;7,79026E+12;65220;28/01/2023
HUACHANA MARTIN;LICOR  LIMONCELLO CUSENIER;480;630;31,25;550;14,58;7,79241E+12;395;06/08/2022
HUACHANA MARTIN;LICOR AMARETTO TRES PLUMAS;844;1100;30,33;5800;14,53;7,79026E+12;920;28/01/2023
HUACHANA MARTIN;LICOR BANANA AL DULCE DE LECHE TRES PLUMAS;844;1100;30,33;5800;14,53;7,79026E+12;809;28/01/2023
HUACHANA MARTIN;LICOR BAR & PUB MELON;493;650;31,85;3400;14,94;7,79012E+12;720;16/01/2023
HUACHANA MARTIN;LICOR BAR & PUBS DURAZNO;493;650;31,85;3400;14,94;7,79012E+12;370;16/01/2023
HUACHANA MARTIN;LICOR BAR & PUBS FRUTILLA;493;650;31,85;3400;14,94;7,79012E+12;909;16/01/2023
OSOLA;LICOR BAR & PUBS GRANADINA;680;900;32,35;4690;14,95;7,79012E+12;905;16/02/2023
HUACHANA MARTIN;LICOR BAR & PUBS KIWI;493;650;31,85;3400;14,94;7,79012E+12;959;16/01/2023
HUACHANA MARTIN;LICOR BLUE CURACAO BOLS;395;500;26,58;2633;11,11;7,7912E+12;993;15/10/2021
HUACHANA MARTIN;LICOR BLUE CURACAO CUSENIER;273;350;28,21;1830;11,72;7,79241E+12;600;23/12/2021
HUACHANA MARTIN;LICOR BOLS AMARETTO;333;430;29,13;2238;12;7,7912E+12;80;08/09/2021
HUACHANA MARTIN;LICOR BOLS CHOCOLATE;228,59;280;22,49;1511;10,15;7,7912E+12;5;03/07/2020
OSOLA;LICOR BOLS DE MENTA;174;230;32,18;1150;10,15;7,7912E+12;993;03/03/2020
OSOLA;LICOR BOLS DULCE DE LECHE;174;230;32,18;1150;10,15;7,7912E+12;10;03/03/2020
BADIE;LICOR CAFE BORGUETTI MINI;40;36;-11,11;89;-25,93;3092;50;17/06/2020
HUACHANA MARTIN;LICOR CHOCOLATE A LA ALMENDRA TRES PLUMAS;844;1100;30,33;5800;14,53;7,79026E+12;870;28/01/2023
HUACHANA MARTIN;LICOR CHOCOLATE A LA FRUTILLA TRES PLUMAS;844;1100;30,33;5800;14,53;7,79026E+12;940;28/01/2023
HUACHANA MARTIN;LICOR CHOCOLATE A LA MENTA TRES PLUMAS;844;1100;30,33;5800;14,53;7,79026E+12;880;28/01/2023
HUACHANA MARTIN;LICOR CHOCOLATE BAR & PUBS;493;650;31,85;3400;14,94;7,79012E+12;89;16/01/2023
HUACHANA MARTIN;LICOR CHOCOLATE BLANCO TRES PLUMAS;844;1100;30,33;5800;14,53;7,79026E+12;930;28/01/2023
HUACHANA MARTIN;LICOR CUSENIER CHOCOLATE;273;350;28,21;310;13,55;7,79241E+12;994;05/08/2021
HUACHANA MARTIN;LICOR CUSENIER COCO;273;350;28,21;310;13,55;7,79241E+12;100;05/08/2021
HUACHANA MARTIN;LICOR CUSENIER DE HUEVO X 750CC;273;350;28,21;1860;13,55;7,79241E+12;65510;05/08/2021
HUACHANA MARTIN;LICOR CUSENIER DE MENTA X 750CC;273;350;28,21;1860;13,55;7,79241E+12;275;05/08/2021
HUACHANA MARTIN;LICOR CUSENIER DULCE DE LECHE 700CC;273;350;28,21;1860;13,55;7,79241E+12;969;05/08/2021
HUACHANA MARTIN;LICOR CUSENIER FRUTILLA;273;350;28,21;1860;13,55;7,79241E+12;65486;05/08/2021
HUACHANA MARTIN;LICOR CUSENIER MELON;273;350;28,21;1860;13,55;7,79241E+12;200;05/08/2021
HUACHANA MARTIN;LICOR DE CAFE AL DULCE DE LECHE;509;650;27,7;3360;10,02;7,79026E+12;991;31/05/2022
HUACHANA MARTIN;LICOR DE CAFE AL RON;509;650;27,7;3420,48;12;7,79026E+12;996;31/05/2022
OTROS;LICOR DE CAFE BORGHETTI;900;900;0;5400;0;7,79029E+12;904;25/06/2022
HUACHANA MARTIN;LICOR DE CAFE CUSENIER;184,42;240;30,14;1277;15,44;7,79241E+12;65534;18/06/2020
BARRICA BEBIDAS;LICOR DE CA¾A OMBU PADILLA;51,37;65;26;0;0;7,79241E+12;988;08/08/2018
HUACHANA MARTIN;LICOR DE CHOCOLATE A LA MENTA CUSENIER;273;350;28,21;1860;13,55;7,79241E+12;400;05/08/2021
BARRICA BEBIDAS;Licor de Chocolate con avellanas CHOCOLATELLA  TRES PLUMAS;844;1100;30,33;5800;14,53;7,79026E+12;1000;28/01/2023
BARRICA BEBIDAS;LICOR DE CHOCOLATE TRES PLUMAS 700 ML;844;1100;30,33;5800;14,53;7,79026E+12;983;28/01/2023
OSOLA;LICOR DE CREMA IRISH CREAM KARAMEL;192,23;252;31;0;0;7,79817E+12;4;20/07/2017
BARRICA BEBIDAS;LICOR DE DULCE DE LECHE BAR & PUB;493;650;31,85;3400;14,94;7,79012E+12;937;16/01/2023
SAN JUAN;LICOR DE DULCE DE LECHE TRES PLUMAS;844;1100;30,33;5800;14,53;7,79026E+12;1462;28/01/2023
HUACHANA MARTIN;LICOR DE DURAZNO CUSENIER;273;350;28,21;1860;13,55;7,79241E+12;290;05/08/2021
SAN JUAN;LICOR DE HUEVO TRES PLUMAS;844;1100;30,33;5800;14,53;7,79026E+12;965;28/01/2023
BARRICA BEBIDAS;LICOR DE KIWI TRES PLUMAS X700 CC;65,5;85;29;0;0;7,79026E+12;99;
HUACHANA MARTIN;LICOR DE MARACUYA CUSENIER;273;350;28,21;1860;13,55;7,79241E+12;60;05/08/2021
HUACHANA MARTIN;LICOR DE MENTA BAR & PUBS;493;650;31,85;3400;14,94;7,79012E+12;65427;16/01/2023
HUACHANA MARTIN;LICOR DULCE DE LECHE A LA ALMENDRA;292;370;26,71;2019;15,22;7,79026E+12;91;14/05/2021
HUACHANA MARTIN;LICOR FINO CACAO TRES PLUMAS;844;1100;30,33;5800;14,53;7,79026E+12;977;28/01/2023
CORDOBEZA;LICOR FINO DE ANIS TRES PLUMAS 200ML;22,7;32;40;0;0;1835;997;04/08/2021
VASCO;LICOR FINO LEGUI;651;850;30,57;750;15,21;7,79125E+12;65367;15/12/2022
HUACHANA MARTIN;LICOR JAGERMEIFTER 40 CL;270;350;29,63;1841;13,64;40677781;6;29/08/2022
ALMACEN;LICOR LAS VIUDAS AVELLANAS;490;640;30,61;600;22,45;7,79816E+12;89;20/11/2020
BARRICA BEBIDAS;LICOR MARIPOSA;425;550;29,41;3000;17,65;7,79241E+12;999;24/10/2022
HUACHANA MARTIN;LICOR PIÑA COLADA CUSENIER;320;410;28,21;2130;10,94;7,79241E+12;276;23/12/2021
HUACHANA MARTIN;LICOR SECO TRES PLUMAS 930 ML.;844;1100;30,33;5800;14,53;7,79026E+12;2018;28/01/2023
VASCO;LICOR SHERIDANS;6000;7500;25;6900;15;5,01101E+12;165;17/01/2023
BARRICA BEBIDAS;LICOR TIA MARIA  690 ML;1255;1600;27,49;1450;15,54;7,79241E+12;65456;23/02/2023
BARRICA BEBIDAS;LICOR TRES PLUMAS CHOCOLATE AL D DE LECH;844;1100;30,33;5800;14,53;7,79026E+12;395;28/01/2023
BARRICA BEBIDAS;LICOR TRES PLUMAS FRUTILLA;650;870;33,9;0;0;7,79026E+12;65532;09/11/2022
HUACHANA MARTIN;LICOR TRES PLUMAS LIMONCELLO;692;900;30,06;4800;15,61;7,79026E+12;1690;28/01/2023
HUACHANA MARTIN;LICOR TRIPLE SEC BOLS;588;750;27,55;3885;10,13;7,7912E+12;985;15/03/2022
HUACHANA MARTIN;LICOR TRIPLE SEC TRES PLUMAS;844;1100;30,33;5800;14,53;7,79026E+12;878;28/01/2023
COCA COLA;LIMONADA CEPITA 2 L;86,62;100;15,45;575;10,64;7,7909E+12;960;31/10/2019
COCA COLA;LIMONADA CEPITA 375 ML;25;30;20;150;0;7,7909E+12;94;28/01/2020
CITRIC;LIMONADA CON MENTA CITRIC;31,66;40;26,34;212,76;12;7,79809E+12;2;20/04/2019
CITRIC;LIMONADA CON MENTA CITRIC 910 CC;40;50;25;780;225;7,79809E+12;59;12/06/2020
BARRICA BEBIDAS;LIVRA CERO NARANJA;1;20;1900;0;-100;7,79191E+12;8;07/01/2019
BARRICA BEBIDAS;LLAVEROS 3D;0;150;;0;12;4462;15;14/10/2022
ANALGESICOS;LOPERAMIDA;6,5;10;53,85;0;0;1909;279;11/03/2022
SAN JUAN;LOS HAROLDOS CHARDONAY 2X400;200;300;50;1350;12,5;3228;99;18/03/2022
BRINDAR;LUCKY STRIKE 12 CLICK & ROLL;112,62;141;25,24;0;0;77900210;935;26/02/2022
BRINDAR;LUCKY STRIKE DOUBLE PLUS ALASKA 20 BOX;488;550;12,7;3279,36;12;77985910;9984;27/01/2023
BRINDAR;01/12/2001;244;280;14,75;1640;12;77977274;829;25/11/2022
BRINDAR;LUCKY STRIKE RED MIX 20 BOX;485;560;15,46;3259,2;12;77985903;990;19/01/2023
BRINDAR;01/12/2001;283;330;16,61;1901,76;12;77985927;9996;27/01/2023
HUGO NORTON;LUXURY 2 BOTELLAS B. ROJA;1218;1550;27,26;8400;14,94;4503;9999;02/03/2023
Cofico;MALTA NEGRA MALZBIER;45;60;33,33;310;15;7,89676E+12;0;10/12/2019
Cofico;MALTA PILSEN RUBIA;68;90;32,35;469;15;7,89676E+12;67;02/03/2020
BARRICA BEBIDAS;MALTA X CAJA X 24;10368;13056;0;0;0;3028;0;01/02/2023
BARRICA BEBIDAS;MALTIN LATA  350 ML;23,75;30;26;0;0;2049;65388;30/08/2018
BARRICA BEBIDAS;MALTIN LATA X24;428;670;56;0;0;2078;994;29/08/2018
ARCOR;MALVAVISCOS MOGUL 25 GR;18,56;36;95,57;0;-100;7,79058E+12;2;21/07/2022
ARCOR;MANA LECHE X 145 G;35,07;50;42,86;0;0;7,79004E+12;17;21/07/2022
OTROS;MANAOS MANZANA 600CC;10;15;50;0;0;7,79811E+12;994;16/07/2020
OTROS;MANAOS NARANJA 600CC;10;15;50;0;0;7,79811E+12;998;16/07/2020
OTROS;MANAOS POMELO 600CC;10;15;50;0;0;7,79811E+12;993;16/07/2020
MANAOS;MANAOS TONICA 2.25 L;58,33;70;20;402;15;7,79811E+12;941;16/07/2020
ARCOR;MANI BAÑADO EN CHOCOLATE 35 GR;110,82;150;35,35;745;12;7,79058E+12;969;23/12/2022
ARCOR;MANI COLOR ARCOR X 80 G;8,93;12;31;0;0;7,79058E+12;98;21/07/2022
EZD;MANI CON CHOCOLATE 40GR;15,06;22;43;0;0;7,79815E+12;997;02/09/2022
ARCOR;MANI CON CHOCOLATE ARCOR X 80 G;11,1;13;20;0;0;7,79058E+12;92;21/07/2022
ARCOR;MANI CON CHOCOLATE BLOCK 40G;114,5;154;34,5;0;0;7,79058E+12;887;21/07/2022
PALACIO;MANI CON CHOCOLATE X 35 G;4,06;6;47;0;0;7,79058E+12;69;
OTROS;MANI FRITO SALADO SNACKO;27,4;35;27,74;0;0;7,79815E+12;964;27/09/2019
ARCOR;MANI JAPONES JAMON;99,95;133;33,17;671,64;12;7,79058E+12;1;21/07/2022
ARCOR;MANI JAPONES PIZZA;99,95;133;33,17;671,64;12;7,79058E+12;2;21/07/2022
ARCOR;MANI JAPONES QUESO;99,95;133;33,17;671,64;12;7,79058E+12;2;21/07/2022
OTROS;MANI KING  40 G;3,6;5;38;0;0;7,79815E+12;45;
OTROS;MANI KING PIZZ 120 G;14,55;20;37;0;0;7,79815E+12;996;
BRINDAR OTROS;MANI MANIAX JAMON 145 G;129,51;180;38,99;870,3;12;7,79031E+12;97;06/12/2021
LAYS;MANI PEHUAMAR 150 GR.;400;520;30;2688;12;7,79031E+12;997;02/02/2023
PALACIO;MANI PEHUAMAR CON PIEL 90 GR.;71,3;90;26;0;0;7,79031E+12;2;26/03/2021
LAYS;MANI PEHUAMAR X 90 GR.;53,99;70;29,65;0;0;7,79031E+12;64923;28/01/2021
OTROS;MANI PELADO CRUNCH;11;15;36;0;0;7,79818E+12;2;
BRINDAR OTROS;MANI PELADO PEHUAMAR 85 GR.;261,54;340;30;1829;16,55;7,79031E+12;590;02/02/2023
LAYS;MANI SAL Y LIMÓN 110 GR.;307,69;400;30;2067,68;12;7,79031E+12;998;02/02/2023
OTROS;MANI SALADO SNACK X 170 G;12;16;33;0;0;7,79815E+12;97;
SNACKO;MANI TOSTADO SALADO SNACKO 110 GR;94;120;27,66;0;0;7,79815E+12;790;02/09/2022
LAYS;MANI TOSTADO SEMIX  X 120 G;20;25;25;0;0;6,4826E+11;65306;06/11/2018
BRINDAR OTROS;MANIAX AJI Y LIMON;307,69;400;30;2068;12;7,79031E+12;911;02/02/2023
OTROS;MANTECA TONADITA X 100 G;6;8;33;0;0;7,79806E+12;97;
TERRABUSI;MANTECOL 25 GR;20,09;30;49,33;0;-100;7,79125E+12;242;01/08/2020
PALACIO;MANTECOL 64 GR;108,4;150;38,38;776;19,33;7,6222E+12;3026;22/08/2022
PALACIO;MANTECOL X 40 G;21,75;30;37,89;0;0;7,79125E+12;843;10/07/2019
BARRICA BEBIDAS;MANZANA FIZZ SIN ALCOHOL;33,47;45;34;0;0;7,79805E+12;8;
PALACIO;MAQUINA BIC CONFORT 2 OK;11,73;18;53;0;0;70330709485;921;16/07/2020
PALACIO;MAQUINA BIC CONFORT ACT.3 ok;60;80;33,33;0;0;70330717565;911;28/04/2021
PALACIO;01/03/2001;62,48;80;28,04;419,87;12;70330717534;4;07/10/2020
TABAQUERIA;MAQUINA GIZEH ACRILICO ROLLING;300;500;66,67;450;50;42213314;908;16/05/2020
TABAQUERIA;MAQUINA GIZEH METAL ROLLER;500;700;40;550;10;42065821;98;29/10/2021
ANALGESICOS;MAQUINA LION ROLLING CHICA;350;460;31,43;2520;20;3477;6;08/02/2022
ALMACEN;MAQUINA LION ROLLING XL GRANDE;430;560;30,23;3096;20;3478;9;08/02/2022
TABAQUERIA;MAQUINA SMOKING METAL ROLLER;620;750;20,97;4166,4;12;8,41478E+12;7;19/08/2020
TABAQUERIA;MAQUINA SMOKING METAL ROLLING MANUAL;400;480;20;2688;12;8,41478E+12;8;19/08/2020
TABAQUERIA;MAQUINA ZEUS METALICA;600;780;30;750;25;9,78157E+12;8;16/05/2020
MARINARO;MARINARO COLA 2.14 CC;179,8;230;27,92;1250;15,87;7,79518E+12;63765;31/01/2023
MARINARO;MARINARO GRANADINA 2.14 CC;179,8;230;27,92;1250;15,87;7,79518E+12;64232;31/01/2023
MARINARO;MARINARO ICE NARAJA X 2.14 L;179,8;230;27,92;1250;15,87;7,79518E+12;64883;31/01/2023
MARINARO;MARINARO MANZANA 2.14L;179,8;230;27,92;1250;15,87;7,79518E+12;64907;31/01/2023
MARINARO;MARINARO PAPAYA 2.25L;67;100;49,25;460;14,43;7,79518E+12;970;31/08/2021
MARINARO;MARINARO POMELO X 2.14L;179,8;230;27,92;1250;15,87;7,79518E+12;65202;31/01/2023
MARINARO;MARINARO PREMIUM LIMONADA 3 L;251;310;23,51;1150;14,54;7,79518E+12;850;31/01/2023
MARINARO;MARINARO PREMIUM POMELO 3 L;251;310;23,51;1150;14,54;7,79518E+12;984;31/01/2023
MARINARO;MARINARO PREMIUN MANZANA X 3 L;251;310;23,51;1150;14,54;7,79518E+12;955;31/01/2023
EZD;MARLBORO MEGA BLAST;189,9;218;15,06;0;-100;77961464;375;02/09/2022
