Rubro;Nombre;Costo;Pre.;%G1.;Pre2;%G2.;Cod.;Stock;Mod.
Cofico;CERVEZA MALTA NEGRA S/A;91;120;31,87;630;15,38;7,89676E+12;0;12/05/2020
Cofico;CERVEZA MALTA RUBIA S/A;74;95;28,38;510;14,86;7,89676E+12;968;04/12/2019
BARRICA BEBIDAS;CERVEZA MALTA SIN ALCOHOL 350 CC;432;550;27,31;1000;15,74;7,77212E+12;63762;01/02/2023
NATY SARAVIA W.T;CERVEZA ME ECHO LA BURRA BLANCA 350 ML;255;330;29,41;617;21;7,79831E+12;871;17/01/2023
NATY SARAVIA W.T;CERVEZA ME ECHO LA BURRA BLANCA 660 CC;425;550;29,41;1025;20,55;7,79831E+12;4368;17/01/2023
NATY SARAVIA W.T;CERVEZA ME ECHO LA BURRA IPA;425;550;29,41;1025;20,55;7,79831E+12;505;17/01/2023
NATY SARAVIA W.T;CERVEZA ME ECHO LA BURRA IPA 350 CC;255;330;29,41;617;21;7,79831E+12;201;17/01/2023
NATY SARAVIA W.T;CERVEZA ME ECHO LA BURRA NEGRA 350 CC;255;330;29,41;617;21;7,79831E+12;711;17/01/2023
NATY SARAVIA W.T;CERVEZA ME ECHO LA BURRA NEGRA 660 ML;425;550;29,41;1025;20,55;7,79831E+12;325;17/01/2023
NATY SARAVIA W.T;CERVEZA ME ECHO LA BURRA REAL 350 CC;255;330;29,41;617;21;2053;8699;17/01/2023
NATY SARAVIA W.T;CERVEZA ME ECHO LA BURRA REAL 660 CC;425;550;29,41;1025;20,55;7,79831E+12;5093;17/01/2023
NATY SARAVIA W.T;CERVEZA ME ECHO LA BURRA ROJA;425;550;29,41;1025;20,55;7,79831E+12;678;17/01/2023
NATY SARAVIA W.T;CERVEZA ME ECHO LA BURRA RUBIA 350 CC;255;330;29,41;617;21;2;65524;17/01/2023
NATY SARAVIA W.T;CERVEZA ME ECHO LA BURRA RUBIA 660 CC;365;460;26,03;880;20,55;7,79831E+12;3066;10/11/2022
NATY SARAVIA W.T;CERVEZA ME PATEO LA BURRA;334,13;420;25,7;800;19,71;7,79831E+12;65465;06/10/2022
NATY SARAVIA W.T;CERVEZA ME PATEO LA BURRA 350 CC;200,5;250;24,69;480;19,7;7,79831E+12;65509;06/10/2022
QUILMES;CERVEZA MICHELOB ULTRA;219,63;270;22,93;510;16,1;7,7928E+12;989;13/01/2023
BADIE;CERVEZA MILLER 330 ML;277,52;350;26,12;1920;15,31;7,79315E+12;273;24/01/2023
BADIE;CERVEZA MILLER 600ML;212,82;260;22,17;1470;15,12;7,79315E+12;65261;16/02/2022
BADIE;CERVEZA MILLER LATA 473 ML;306,25;370;20,82;2100;14,29;7,79315E+12;99484;25/02/2023
BADIE;CERVEZA MILLER LATA 710 ML;494,37;610;23,39;3400;14,62;7,79315E+12;841;25/02/2023
BADIE;CERVEZA MILLER X 1000CC;535;650;21,5;7080;10,28;7,79315E+12;58516;24/02/2023
IL DOCTORE;CERVEZA MONASTERE BLOND 500CC;700;890;27,14;1700;21,43;8,7181E+12;89;08/11/2022
IL DOCTORE;CERVEZA MONASTERE DOUBLE 500CC;700;890;27,14;1700;21,43;8,7181E+12;96;08/11/2022
QUILMES;CERVEZA NEGRA MODELO 355 ML;44,87;60;33,72;0;0;75031589;65528;29/02/2020
Cofico;CERVEZA OETTINGER PILS;130;160;23,08;300;15,38;4,01409E+12;81;18/03/2021
Cofico;CERVEZA OETTINGER SUPER FUERTE;130;160;23,08;300;15,38;4,01409E+12;82;18/03/2021
IL DOCTORE;CERVEZA ORANGEBOOM 8.5 500CC;550;700;27,27;1300;18,18;8,725E+12;91;28/09/2022
Cofico;CERVEZA ORANJEBOOM LATA ORIGINAL 500 CC;770;1000;29,87;1900;23,38;8,7181E+12;981;07/01/2023
Cofico;CERVEZA ORANJEBOOM LIMON LATA  500 CC;770;1000;29,87;1900;23,38;8,7181E+12;627;07/01/2023
BARRICA BEBIDAS;CERVEZA ORIGENES;40;50;25;0;0;1921;65522;
OSOLA;CERVEZA OTRO MUNDO INDIA PALE ALE;52,32;66;26;0;0;7,79812E+12;65482;15/05/2018
OSOLA;CERVEZA OTRO MUNDO NUT BROWN;47,97;66;37;0;0;7,79812E+12;5;15/05/2018
OSOLA;CERVEZA OTRO MUNDO STRONG RED;47,97;66;37;0;0;7,79812E+12;5;15/05/2018
OSOLA;CERVEZA OTRO MUNDO X 3 + COPA;400;510;27,5;0;0;7,79812E+12;65520;24/01/2020
BARRICA BEBIDAS;CERVEZA PACEÑA LATA 437 CC;671;850;26,68;1600;19,23;7,77211E+12;61397;01/02/2023
BARRICA BEBIDAS;CERVEZA PACEñA PICO DE ORO;24,16;45;86;0;0;77766083;970;22/03/2019
BARRICA BEBIDAS;CERVEZA PACEÑA SIN ALCOHOL  354 ML;25;35;40;0;0;7,77211E+12;65044;22/03/2019
QUILMES;CERVEZA PATAGONIA 24.7 410 ML.;330,48;400;21,04;2290;15,49;7,7928E+12;936;13/01/2023
QUILMES;CERVEZA PATAGONIA 24.7 IPA SAUCO;569;690;21,27;3930;15,11;7,7928E+12;3247;11/02/2023
QUILMES;CERVEZA PATAGONIA 24.7 LATA 473 ML;240;290;20,83;1650;14,58;7,7928E+12;65205;29/09/2022
QUILMES;CERVEZA PATAGONIA ABRAZO DE OSO  473 ML;240;290;20,83;1650;14,58;7,7928E+12;932;29/09/2022
QUILMES;CERVEZA PATAGONIA AMBER LAGER 473 ML;240;290;20,83;1650;14,58;7,7928E+12;65254;29/09/2022
QUILMES;CERVEZA PATAGONIA AMBER LAGER 730 ML;569;690;21,27;3930;15,11;7,7928E+12;348;11/02/2023
QUILMES;CERVEZA PATAGONIA BOHEMIAN 355 ML;64;80;25;0;0;7,7928E+12;65519;16/11/2021
QUILMES;CERVEZA PATAGONIA BOHEMIAN 355 ML;47;60;27,66;0;0;7,7928E+12;70;29/02/2020
QUILMES;CERVEZA PATAGONIA BOHEMIAN PILSENER;542;650;19,93;3750;15,31;7,7928E+12;597;25/01/2023
QUILMES;CERVEZA PATAGONIA BOHEMIAN PILSENER 410 ML.;330,48;400;21,04;2290;15,49;7,7928E+12;925;13/01/2023
QUILMES;CERVEZA PATAGONIA DESC. AMBER;542;650;19,93;3750;15,31;7,7928E+12;731;25/01/2023
QUILMES;CERVEZA PATAGONIA DESC. BOHEMIAN;542;650;19,93;3750;15,31;7,7928E+12;65387;25/01/2023
QUILMES;CERVEZA PATAGONIA DESC. WEISSE;542;650;19,93;3750;15,31;7,7928E+12;482;25/01/2023
QUILMES;CERVEZA PATAGONIA HOPPY LAGER;542;650;19,93;3750;15,31;7,7928E+12;1903;25/01/2023
QUILMES;CERVEZA PATAGONIA HOPPY LAGER LATA 269 ML;150;190;26,67;350;16,67;7,7928E+12;849;07/11/2022
QUILMES;CERVEZA PATAGONIA IPA SAUCO;351;430;22,51;2450;16,33;7,7928E+12;65497;21/09/2022
QUILMES;CERVEZA PATAGONIA KUNE;542;650;19,93;3750;15,31;7,7928E+12;65111;25/01/2023
QUILMES;CERVEZA PATAGONIA O. FEST LATA;240;290;20,83;1650;14,58;7,7928E+12;993;29/09/2022
QUILMES;CERVEZA PATAGONIA OCTOBERFEST 710 ML;197,96;240;21,17;1310;10,29;7,7928E+12;65525;16/09/2021
QUILMES;CERVEZA PATAGONIA OCTOBERFEST LATA 473 M;250;310;24;1720;14,67;7,7928E+14;65466;30/09/2022
QUILMES;CERVEZA PATAGONIA PORTER 740 ML;542;650;19,93;3750;15,31;7,7928E+12;470;25/01/2023
IL DOCTORE;CERVEZA PATAGONIA SENDERO SUR;150;190;26,67;1030;14,44;7,7928E+12;988;04/12/2021
QUILMES;CERVEZA PATAGONIA SOL CITRA;250,33;310;23,84;1730;15,18;7,7928E+12;10076;28/10/2022
QUILMES;CERVEZA PATAGONIA VERA IPA;451;550;21,95;3120;15,3;7,7928E+12;512;23/11/2022
QUILMES;CERVEZA PATAGONIA WEISSE LATA 473 ML;240;290;20,83;1650;14,58;7,7928E+12;887;29/09/2022
IL DOCTORE;CERVEZA PAULANER;930;1200;29,03;2200;18,28;4,0666E+12;991;07/01/2023
BARRICA BEBIDAS;CERVEZA PECADORA 350 CC;179,21;230;28,34;415;15,85;7,79831E+12;844;03/09/2022
BARRICA BEBIDAS;CERVEZA PECADORA 660 CC;298,68;370;23,88;698;16,79;7,79831E+12;188;03/09/2022
IL DOCTORE;CERVEZA PEÑON DEL ÁGUILA ABSTEMIA;370;500;35,14;900;21,62;7,79829E+12;987;07/01/2023
OSOLA;CERVEZA PEÑON DEL AGUILA CON MIEL 473CC;370;500;35,14;900;21,62;7,79829E+12;975;07/01/2023
OTROS;CERVEZA PEÑON DEL AGUILA IPA;370;500;35,14;900;21,62;7,79829E+12;5654;07/01/2023
OTROS;CERVEZA PEÑON DEL AGUILA MEXICAN 473 ML;370;500;35,14;900;21,62;7,79829E+12;4697;07/01/2023
OSOLA;CERVEZA PEÑON DEL AGUILA NEGRA X473CC;370;500;35,14;900;21,62;7,79829E+12;65429;07/01/2023
OSOLA;CERVEZA PEÑON DEL AGUILA ROJA X473CC;370;500;35,14;900;21,62;7,79829E+12;65432;07/01/2023
OSOLA;CERVEZA PEÑON DEL AGUILA RUBIA X473CC;370;500;35,14;900;21,62;7,79829E+12;1344;07/01/2023
Cofico;CERVEZA POLLER MALZBIER LATA473;80;100;25;180;12,5;7,89806E+12;97;10/12/2020
Promos;CERVEZA QUILMES  COMBO 1 L.X 2;805,46;950;0;0;0;3005;0;13/02/2023
CERVEZAS X MAYOR Y PROMO;CERVEZA QUILMES 1.2 X2;846,86;1000;0;0;0;3381;0;08/02/2023
QUILMES;CERVEZA QUILMES 1890 OK;351,23;430;22,43;4640;10,1;7,7928E+12;65467;01/02/2023
QUILMES;CERVEZA QUILMES BOCA ANCHA;55;70;27,27;730;10,61;7,7928E+12;584;29/02/2020
QUILMES;CERVEZA QUILMES CLASICA 740 CC;95;120;26,32;660;15,79;7,7928E+12;42;31/12/2020
QUILMES;CERVEZA QUILMES CRISTAL  X 1 L;402,73;490;21,67;5330;10,29;7,7928E+12;8484;01/02/2023
QUILMES;CERVEZA QUILMES CRISTAL X 1.2 L;423,43;510;20,44;4660;10,05;7,7928E+12;27276;08/02/2023
QUILMES;CERVEZA QUILMES DOBLE MALTA 1 L.;402,73;490;21,67;2680;10,91;7,7928E+12;927;01/02/2023
OSOLA;CERVEZA QUILMES LATA BOCA;50;70;40;345;15;3164;974;16/11/2019
QUILMES;CERVEZA QUILMES LATA GRANDE 473CC;162,5;260;60;1500;53,85;7,7928E+12;99968458;23/02/2023
OSOLA;CERVEZA QUILMES LATA RIVER;50;60;20;340;13,33;3163;905;01/08/2020
QUILMES;CERVEZA QUILMES LIEBER;118,19;150;26,91;1560;9,99;7,7928E+12;65308;18/12/2020
QUILMES;CERVEZA QUILMES NEGRA 340 CC;106,7;130;21,84;490;14,81;7,7928E+12;8151;13/01/2023
QUILMES;CERVEZA QUILMES RED LAGER;182;220;20,88;2400;9,89;7,7928E+12;951;16/11/2021
QUILMES;CERVEZA QUILMES RED LAGER 473 ML;110;130;18,18;760;15,2;7,7928E+12;468;16/11/2021
QUILMES;CERVEZA QUILMES RUBIA 340 CC;106,7;130;21,84;490;14,81;7,7928E+12;2676;13/01/2023
QUILMES;CERVEZA QUILMES SIN ALCOHOL LATA 473 ML;210,27;260;23,65;1450;14,93;7,7928E+12;-21;13/01/2023
QUILMES;CERVEZA QUILMES STOUT 1 L;402,73;490;21,67;5320;10,08;7,7928E+12;4722;01/02/2023
QUILMES;CERVEZA QUILMES STOUT 340 CC;106,7;130;21,84;490;14,81;7,7928E+12;65464;13/01/2023
QUILMES;CERVEZA QUILMES STOUT LATA 473 CC;222,48;270;21,36;1540;15,37;7,7928E+12;5437;01/02/2023
BADIE;CERVEZA SALTA 1 L X 2;730;866;0;0;0;3089;0;28/02/2023
BADIE;CERVEZA SALTA 1.2 L;372,12;490;31,68;4200;12,87;7,79315E+12;90271;31/01/2023
BADIE;CERVEZA SALTA 1.2 X 2;744,24;890;0;0;0;3088;0;08/02/2023
BADIE;CERVEZA SALTA 330 CC;37,5;49;30,43;0;0;7,79315E+12;65498;30/09/2019
BADIE;CERVEZA SALTA 330 ML X 12;450,05;518;15;0;0;2196;99;30/09/2019
BADIE;CERVEZA SALTA CAUTIVA 1 L.;461;550;19,31;6100;10,27;7,79315E+12;3515;07/01/2023
BADIE;CERVEZA SALTA CAUTIVA BLEND 473 ML;297,42;360;21,04;2050;14,88;7,79315E+12;9566;24/02/2023
BADIE;CERVEZA SALTA CAUTIVA ROJA 1 L.;461;550;19,31;3050;10,27;7,79315E+12;884;07/01/2023
BADIE;CERVEZA SALTA CAUTIVA ROJA 473 CC;297,42;360;21,04;2050;14,88;7,79315E+12;459;24/02/2023
BADIE;CERVEZA SALTA CAUTIVA RUBIA 473 CC;297,42;360;21,04;2050;14,88;7,79315E+12;467;24/02/2023
Promos;cerveza salta negra  500 OFERTA;391,8;430;0;0;0;3069;0;27/01/2023
BADIE;CERVEZA SALTA NEGRA 500 ML;363;450;23,97;5000;14,78;7,79315E+12;62169;28/02/2023
BADIE;CERVEZA SALTA NEGRA LATA 473 ML;215;300;39,53;1600;24,03;7,79315E+12;312;25/02/2023
BARRICA BEBIDAS;CERVEZA SALTA NEGRA LATA X 473 CC FARDO X 24;5160;5496;0;0;0;3402;0;25/02/2023
Promos;cerveza salta negra para cofico;4356;4788;0;0;0;3183;0;28/02/2023
BADIE;CERVEZA SALTA NEGRA X 1 L;391,8;490;25,06;5200;10,6;7,79315E+12;6882;27/01/2023
BADIE;CERVEZA SALTA ROJA 1 L.;197,2;240;21,7;2610;10,29;7,79315E+12;629;26/08/2022
BADIE;CERVEZA SALTA ROJA 500 ML;204,11;250;22,48;1350;10,23;7,79315E+12;751;15/07/2022
BADIE;CERVEZA SALTA RUBIA 500 ML;411,8;500;21,42;5700;15,35;7,79315E+12;345;07/01/2023
BADIE;CERVEZA SALTA RUBIA LATA X 473 CC;206,25;300;45,45;1500;21,21;7,79315E+12;21914;25/01/2023
BADIE;CERVEZA SALTA RUBIA X 1 L;365;460;26,03;4850;10,73;7,79315E+12;42775;28/02/2023
BARRICA BEBIDAS;CERVEZA SAN LUNES 350 CC;255;330;29,41;585;14,61;3;98;17/01/2023
BARRICA BEBIDAS;CERVEZA SAN LUNES 660 CC;425;550;29,41;985;15,93;7,79831E+12;50;17/01/2023
Cofico;CERVEZA SCC SUMMER TIME LATA 473CC;110;140;27,27;250;13,64;3215;95;12/12/2020
IL DOCTORE;CERVEZA SCHLENKERLA AHUMADA;300;380;26,67;700;16,67;4,03746E+12;98;18/02/2021
BADIE;CERVEZA SCHNEIDER 1 L.;391,48;470;20,06;5170;10,05;7,79315E+12;65412;31/01/2023
BADIE;CERVEZA SCHNEIDER 710 ML;348;450;29,31;2500;19,73;7,79315E+12;98819;03/03/2023
BADIE;CERVEZA SCHNEIDER LATA 473 CC;208,33;260;24,8;1500;20;7,79315E+12;9997244;25/02/2023
BADIE;CERVEZA SCHNEIDER NEGRA LATA 473 ML;240,2;290;20,73;1662;15,32;7,79315E+12;6771;07/01/2023
BADIE;CERVEZA SCHNEIDER ROJA LATA 473 CC;226,7;280;23,51;1570;15,42;7,79315E+12;4024;13/01/2023
IL DOCTORE;CERVEZA SCHOFFERHOFER BOT 500 ML;890;1200;34,83;2200;23,6;4,0534E+12;776;07/01/2023
IL DOCTORE;CERVEZA SCHOFFERHOFER DUNKEL;610;770;26,23;1500;22,95;4,0534E+12;937;08/11/2022
BARRICA BEBIDAS;CERVEZA SCHOFFERHOFER KRISTAL X 500CC;890;1200;34,83;2200;23,6;4,0534E+12;72;07/01/2023
BARRICA BEBIDAS;CERVEZA SHOFFERHOFER;675;900;33,33;1700;25,93;4,0534E+12;2999;07/01/2023
BARRICA BEBIDAS;CERVEZA SHOFFERHOFER BARRIL X 5 L;957;1120;17;0;0;1895;65535;31/08/2018
IL DOCTORE;CERVEZA SIN ALCOHOL CLAUSTHALER LIMON;710;900;26,76;1700;19,72;4,0534E+12;928;08/11/2022
QUILMES;CERVEZA SKOL;65;80;23,08;860;10,26;7,89115E+12;65345;24/07/2020
BADIE;CERVEZA SOL 1 L.;651;780;19,82;8600;10,09;7,79315E+12;670;27/01/2023
BADIE;CERVEZA SOL RUBIA 330 ML;353,44;430;21,66;2450;15,53;7,79315E+12;64820;10/02/2023
BADIE;CERVEZA SOL RUBIA 650 ML;159,33;200;25,53;1100;15,07;7,79315E+12;65286;28/04/2021
BADIE;CERVEZA SOL RUBIA LATA 473CC;325;400;23,08;2250;15,38;7,79315E+12;63938;03/03/2023
Cofico;CERVEZA SPOLLER X 500 ML;80;100;25;180;12,5;7,89806E+12;90;10/12/2020
Cofico;CERVEZA STARBERG 500CC;85;110;29,41;600;17,65;3,16233E+12;81;13/10/2020
QUILMES;CERVEZA STELLA  ARTOIS 410 CC;243;300;23,46;1680;15,23;7,7928E+12;2593;08/02/2023
QUILMES;CERVEZA STELLA  ARTOIS LATA 473 CC;225,57;280;24,13;1560;15,26;7,7928E+12;8953;30/09/2022
QUILMES;CERVEZA STELLA ARTOIS 1 L.;596,37;720;20,73;7900;10,39;7,7928E+12;8577;01/02/2023
QUILMES;CERVEZA STELLA ARTOIS 710 ML;419,21;510;21,66;2900;15,3;7,7928E+12;9258;01/02/2023
QUILMES;CERVEZA STELLA ARTOIS BELGIUM X 6 ok;318,24;370;16,26;2139;12;7,7928E+12;-1;16/07/2020
QUILMES;CERVEZA STELLA ARTOIS LATA 269 CC;79;100;26,58;550;16,03;7,7928E+12;828;16/11/2021
QUILMES;CERVEZA STELLA ARTOIS NOIRE;596,37;720;20,73;7900;10,39;7,7928E+12;65121;01/02/2023
QUILMES;CERVEZA STELLA ARTOIS NOIRE LATA 473 ML;288,4;350;21,36;2000;15,58;7,7928E+12;459;01/02/2023
QUILMES;CERVEZA STELLA ARTOIS SIN ALCOHOL  330 ML;306,64;370;20,66;2100;14,14;7,7928E+12;932;25/01/2023
QUILMES;CERVEZA STELLA ARTOIS X 355 ML;109,08;130;19,18;750;14,59;7,7928E+12;898;26/03/2021
QUILMES;CERVEZA STELLA NOIRE 410 CC;243;300;23,46;1680;15,23;7,7928E+12;547;08/02/2023
Cofico;CERVEZA STRAUS HONEY SIN TAC 355CC;113;140;23,89;759,36;12;76625250359;94;11/05/2020
QUILMES;CERVEZA TEMPLE SCOTTISH;384;470;22,4;2700;17,19;7,7928E+12;207;25/02/2023
QUILMES;CERVEZA TEMPLE WOLF IPA;384;470;22,4;2700;17,19;7,7928E+12;3673;25/02/2023
Cofico;CERVEZA THE MULA BLUEBERRY CREAM ALE;200;250;25;460;15;6,14144E+11;87;28/12/2021
Cofico;CERVEZA THE MULA CITRAMANGO DOBLE IPA;200;250;25;460;15;6,14144E+11;82;28/12/2021
Cofico;CERVEZA THE MULA MADAGASCAR VAINILLA;200;250;25;460;15;6,14144E+11;85;28/12/2021
Cofico;CERVEZA TSINGTAO  BOTELLA;87,71;100;14;578,88;10;6,90104E+12;948;22/07/2019
IMPORTADAS NOA;CERVEZA VIRACOCHA;153;200;30,72;370;20,92;3317;76;13/11/2020
IL DOCTORE;CERVEZA VOLL-DAMM DOBLE MALTA 33CL;360;450;25;830;15,28;8,41079E+12;94;19/05/2022
BADIE;CERVEZA WARSTEINER  1 L.;528,8;640;21,02;7000;10,31;7,79315E+12;9819;27/01/2023
BADIE;CERVEZA WARSTEINER 600 ML;100;130;30;230;15;7,7957E+12;437;23/10/2021
BARRICA BEBIDAS;CERVEZA WARSTEINER BARRIL 5 LTS.;887,22;1090;22;0;0;4,00086E+12;65531;31/08/2018
BADIE;CERVEZA WARSTEINER LATA 473 CL;229,16;300;30,91;1600;16,37;7,79315E+12;64368;25/02/2023
BADIE;CERVEZA WARSTEINER NO RETORNABLE;54,35;71;30;0;0;7,7957E+12;964;30/09/2019
Cofico;CERVEZA WEIDMANN 500 CC;200;260;30;470;17,5;8,7181E+12;89;17/03/2021
FURCI;CERVEZA WEIDMANN DUNKEL 500 ML;225;290;28,89;540;20;8,7181E+12;88;29/10/2021
FURCI;CERVEZA WEIDMANN PILSENER;225;290;28,89;540;20;8,725E+12;93;29/10/2021
FURCI;CERVEZA WEIDMANN SCHWARZBIER 500 ML;225;290;28,89;540;20;8,7181E+12;97;29/10/2021
LAS LUCIAS TACUIL;CERVEZAS RED DEER;325;450;38,46;800;23,08;3347;576;11/01/2023
QUILMES;CERVEZASTELLA NOIRE BLACK LATA 355 ML;86,98;110;26,47;600;14,97;2269;972;13/11/2020
BARRICA BEBIDAS;CHACABUCO LATA ALUMINIO DULCE NATURAL;916,48;1200;30,94;6300;14,57;7,79184E+12;999;23/02/2023
OTROS;Chamabico;20;30;50;134,4;12;3205;2;15/03/2020
GOITEA;CHAMPAGNE AMALAYA BRUT NATURE;1900;2400;26,32;13200;15,79;7,7981E+12;65431;11/01/2023
GOITEA;CHAMPAGNE AMALAYA ESTUCHE;350;420;20;0;0;1435;65535;27/08/2019
BARRICA BEBIDAS;CHAMPAGNE ESPUMANTE RIVER;337,5;385;14;0;0;7,79813E+12;-1;26/05/2018
BARRICA BEBIDAS;CHAMPAGNE FABRE BRUT NATURE;197,16;235;19;0;0;7,798E+12;996;
OSOLA;CHAMPAGNE MUMM EXTRA BRUT;1191;1500;25,94;8100;13,35;7,79156E+12;65371;28/02/2023
OSOLA;CHAMPAGNE RENAISSANCE;452,5;600;32,6;3000;10,5;7,79817E+12;83838;24/02/2023
CORDOBEZA;CHANDON APERITIF;2080;2700;29,81;14350;14,98;7,79098E+12;850;01/03/2023
CORDOBEZA;CHANDON BRUT NATURE;2500;3150;26;17220;14,8;7,79098E+12;65436;06/12/2022
CORDOBEZA;CHANDON BRUT NATURE ROSE;482,72;600;24,3;3328;14,89;7,79098E+12;983;04/08/2021
CORDOBEZA;CHANDON DELICE;2080;2700;29,81;14350;14,98;7,79098E+12;65031;01/03/2023
CORDOBEZA;CHANDON DELICE 187 CC;234;300;28,21;1550;10,4;7,79098E+12;978;04/11/2021
CORDOBEZA;CHANDON DELICE 375 CC;465,5;600;28,89;6150;10,1;7,79098E+12;84;27/11/2021
CORDOBEZA;CHANDON DEMI SEC;2080;2700;29,81;14350;14,98;7,79098E+12;875;01/03/2023
CORDOBEZA;CHANDON EXTRA BRUT 187 ML;234;300;28,21;1550;10,4;7,79098E+12;89;04/11/2021
CORDOBEZA;CHANDON EXTRA BRUT 375 CC;465,5;600;28,89;6150;10,1;7,79098E+12;79;27/11/2021
CORDOBEZA;CHANDON EXTRA BRUT 750 CC;2080;2700;29,81;14350;14,98;7,79098E+12;64930;01/03/2023
CORDOBEZA;CHANDON EXTRA BRUT EDIC. LIMITADA;960;1200;25;6451;12;7,79098E+12;-5;04/08/2021
CORDOBEZA;CHANDON ROSE;2080;2700;29,81;14350;14,98;7,79098E+12;450;01/03/2023
CORDOBEZA;CHANDON ROSE 18.7 CL;320;400;25;2120;10,42;7,79098E+12;94;05/04/2022
CORDOBEZA;CHANDON ROSE 375 CC;465,5;600;28,89;6150;10,1;7,79098E+12;100;27/11/2021
QUILMES;CHAPON QUILMES + 6 LATAS;720;900;25;830;15,28;7,7928E+12;0;31/10/2020
Promos;CHAQUEÑO 2 X $800;1200;1420;0;0;0;4384;0;01/03/2023
GPS DISTRIBUCIONES;CHAQUEÑO PALAVECINO MALBEC 750 ML;600;800;33,33;4032;12;7,79839E+12;4;13/01/2023
TERRABUSI;CHCOCOLATE MJOY OREO BLANCO;168,84;220;30,3;1135;12;7,62221E+12;833;02/07/2022
BADIE;CHEETOS 105G;71,3;90;26,23;479;12;7,79031E+12;48;09/04/2020
BRINDAR OTROS;CHEETOS 150 GR.;113,11;140;23,77;760,1;12;7,79031E+12;98;07/01/2021
BRINDAR OTROS;CHEETOS 95 GR.;80,8;100;23,76;542,98;12;7,79031E+12;94;07/01/2021
ARCOR;CHEETOS ANILLITOS X 29G;26,44;33;26;0;0;7,79031E+12;74;21/07/2022
LAYS;CHEETOS QUESO 25 GR.;19,8;25;26,26;0;0;7,79031E+12;83;16/03/2019
BRINDAR OTROS;CHEETOS QUESO 47 GR;192,31;250;29,99;1292;12;7,79031E+12;721;02/02/2023
BRINDAR OTROS;CHEETOS QUESO 94 GR.;353,84;450;27,18;2378;12;7,79031E+12;9951;05/01/2023
LAYS;CHEETOS QUESO CLASICO X 56 GR;24,35;30;23;0;0;7,79031E+12;83;05/09/2018
EZD;CHESTER ROJO BOX 20 ED LIM;255,33;299;17,1;1715,82;12;77967039;966;02/09/2022
EZD;CHESTERFIELD CONVERTIBLE 20;288,26;345;19,68;1937,1;12;77967046;946;02/09/2022
EZD;CHESTERFIELD CORAL MOTION;192;220;14,58;1290;12;77983893;981;12/11/2022
EZD;CHESTERFIELD CORAL MOTION X 20;513;600;16,96;3447,36;12;77982476;10000;25/02/2023
EZD;CHESTERFIELD FRESH 10 BOX;264;300;13,64;0;-100;77953964;64203;25/02/2023
TERRABUSI;CHICLE BAZOOKA MENTA;7,23;10;38,31;0;0;62;65186;26/11/2022
TERRABUSI;CHICLE BELDENT CHICLE GLOBO;24,35;40;64,27;164;12;77944276;964;29/03/2021
TERRABUSI;CHICLE BELDENT CHICLE GLOBO CERO AZUCAR;39,26;50;27,36;264;12;77969101;962;01/02/2022
TERRABUSI;CHICLE BELDENT FRUTILLA;21,8;30;37,61;146;12;77901651;940;18/01/2021
TERRABUSI;CHICLE BELDENT FRUTILLA CERO AZUCAR;76,14;100;31,58;512;12;77969118;925;25/02/2023
TERRABUSI;CHICLE BELDENT INFINIT BLUEBERRY;177,34;250;40,97;1192;12;7,6222E+12;860;11/02/2023
TERRABUSI;CHICLE BELDENT INFINIT CITRUS;177,34;250;40,97;1192;12;7,6222E+12;978;11/02/2023
TERRABUSI;CHICLE BELDENT INFINIT MENTA;177,34;250;40,97;1193;12,08;7,6222E+12;958;11/02/2023
TERRABUSI;01/07/2001;67,86;100;47,36;456,02;12;7,6222E+12;1000;12/11/2022
TERRABUSI;CHICLE BELDENT INFINIT SPEARMINT;177,34;250;40,97;1192;12;7,6222E+12;1000;11/02/2023
TERRABUSI;CHICLE BELDENT MENTA CERO AZUCAR;76,14;100;31,34;512;12;77969071;700;25/02/2023
TERRABUSI;CHICLE BELDENT MENTA FUERTE CERO AZUCAR;76,14;100;31,34;512;12;77969088;9883;25/02/2023
TERRABUSI;CHICLE BELDENT MENTA SUAVE;21,8;30;37,61;0;-100;77942418;190;18/01/2021
TERRABUSI;CHICLE BELDENT MENTOL CERO AZUCAR;76,14;100;31,34;512;12;77969095;470;25/02/2023
TERRABUSI;CHICLE BELDENT MENTOL TURBO;21,8;30;37,61;146;12;77942401;983;18/01/2021
TERRABUSI;CHICLE BELDENT TUTI FRUTI;21,8;30;37,61;0;-100;77995186;190;18/01/2021
TERRABUSI;CHICLE BELDENT X FRESH GREEN SPEARMINT;21,8;30;37,61;0;0;7,6223E+12;10;18/01/2021
TERRABUSI;CHICLE BELDENT X SENS FRAMB-LIMON;21,8;30;37,61;0;0;7,62221E+12;50;18/01/2021
TERRABUSI;CHICLE BELDENT X SENS SANDIA-DURAZNO;21,8;30;37,61;0;0;7,62221E+12;7;18/01/2021
TERRABUSI;CHICLE BUBALOO FRUTILLA;9,64;20;107,47;0;0;63;64813;01/10/2022
TERRABUSI;CHICLE BUBALOO MENTA;9,64;20;107,47;0;0;64;65106;01/10/2022
TERRABUSI;CHICLE BUBALOO ROCK;9,64;20;107,47;0;0;65;58;01/10/2022
TERRABUSI;CHICLE BUBALOO TUTTI FRUTY;9,64;20;107,47;0;0;66;460;01/10/2022
