Rubro;Nombre;Costo;Pre.;%G1.;Pre2;%G2.;Cod.;Stock;Mod.
ARCOR;CHICLE TOP LINE CLICK FRESH SEVEN;25,73;40;55,46;0;0;77956002;3299;22/07/2022
ARCOR;CHICLE TOP LINE EXTREME ACIDO;14,3;21;50;96,12;12;77965165;56;21/07/2022
ARCOR;CHICLE TOP LINE ULTRA CLEAN MINT;172,36;250;45,05;0;0;7790580120573;361;21/03/2023
ARCOR;CHICLE TOP LINE ULTRA GMINT;173;250;44,51;0;0;7790580120702;65362;21/03/2023
ARCOR;CHICLE TOP LINE ULTRA RED BERRY;173;250;44,51;0;0;7790580121013;8606;21/03/2023
ARCOR;CHICLE TOPLINE 7 ATOMIC STRONG;88,23;120;36,01;0;0;77939753;63739;01/03/2023
ARCOR;CHICLE TOPLINE 7 SEVEN FRESH GEL;63;100;58,73;0;0;77949127;65302;22/09/2022
ARCOR;CHICLE TOPLINE 7 SEVEN FRESH GEL SANDIA;39,6;55;38,89;0;0;77949134;65262;21/07/2022
ARCOR;CHICLE TOPLINE 7 SEVEN MANDARINA;63;100;58,73;0;0;77932693;64707;22/09/2022
ARCOR;CHICLE TOPLINE 7 SEVEN MENTA;94;150;59,57;0;0;77931764;63308;22/03/2023
ARCOR;CHICLE TOPLINE 7 SEVEN STRAWBERRY;94;150;59,57;0;0;77951113;63791;22/03/2023
ARCOR;CHICLE TOPLINE 7 SEVEN STRONG;94;150;59,57;0;0;77932695;93;22/03/2023
ARCOR;CHICLE TOPLINE BUBLE GUM;16,59;22;32,63;0;0;77960382;65426;21/07/2022
TERRABUSI;CHICLE TOPLINE CHANGE;7,82;15;87;0;0;77935465;14;27/09/2019
ARCOR;CHICLE TOPLINE CITRUS;16,5;22;33,33;0;0;77980403;80;21/07/2022
ARCOR;CHICLE TOPLINE DEFENSE;46;70;51,9;0;0;77916419;63991;22/03/2023
ARCOR;CHICLE TOPLINE FANTASY FRUITS;16,59;22;32,63;0;0;77936226;65501;21/07/2022
ARCOR;CHICLE TOPLINE FRUTA;46;70;51,9;0;0;77916389;64557;22/03/2023
ARCOR;CHICLE TOPLINE MENTA;46;70;51,9;0;0;77916426;64394;22/03/2023
ARCOR;CHICLE TOPLINE MENTOL;16,59;22;32,63;0;0;77916457;65481;21/07/2022
ARCOR;CHICLE TOPLINE NARANJA MENTA;8,88;17;87;0;0;77935465;20;21/07/2022
ARCOR;CHICLE TOPLINE NEXT MINT;16,59;22;32,63;0;0;77936134;65424;21/07/2022
ARCOR;CHICLE TOPLINE SANDIA;46;70;51,9;0;0;77919489;464;22/03/2023
ARCOR;CHICLE TOPLINE SEVEN AQUA LIMONADA;38,5;55;42,86;0;0;77942883;65512;21/07/2022
ARCOR;CHICLE TOPLINE SEVEN SABOR LIMON;38,5;55;42,86;0;0;77931962;973;21/07/2022
ARCOR;CHICLE TOPLINE SEVEN SANDIA;94;150;59,57;0;0;77948588;65233;22/03/2023
ARCOR;CHICLE TOPLINE STRONG;46;70;51,9;0;0;77916396;64653;22/03/2023
ARCOR;CHICLE TOPLINE UVA;16,59;22;32,63;0;0;77941596;65350;21/07/2022
ARCOR;CHICLE TOPLINE UVA SEVEN;94;150;59,57;0;0;77948496;294;22/03/2023
ARCOR;CHICLETOP LINE ULTRA FRAMBUESA;173;250;44,51;0;0;7790580105211;928;21/03/2023
CHIPS Y TARJETAS;CHIP CLARO;1;100;9900;0;0;1562;65469;25/07/2022
CHIPS Y TARJETAS;CHIP MOVISTAR;0,01;10;34364;0;0;69;10;18/06/2018
CHIPS Y TARJETAS;CHIP PERSONAL;0,01;10;34364;0;0;70;65356;18/06/2018
CHIPS Y TARJETAS;CHIP TUENTI;0,01;15;18828;0;0;1222;998;18/06/2018
OSOLA;CHIVAS REGAL 12 AÑOS 750 CC;3594;4550;26,6;3960;10,18;80432400395;65489;17/05/2022
HUACHANA MARTIN;CHIVAS REGAL 12 AÑOS LITRO;9450;11900;25,93;10900;15,34;80432400432;1651;22/03/2023
OSOLA;CHIVAS REGAL EXTRA + 2 VASOS;2650;3050;15,09;3047;15;7792410153508;0;02/07/2020
OSOLA;CHIVAS REGAL XV;3400;4080;20;0;0;5000299622094;6;19/05/2021
ALMACEN;CHOCLO SAN REMO 300 G;32,21;50;55,23;216,45;12;7798121880160;99;01/04/2020
TERRABUSI;CHOCO COOKIES MILKA;49,47;64;29,8;332,46;12;7622210791023;0;27/09/2019
TERRABUSI;CHOCO PAUSE MILKA;95,4;250;162,05;641;12;7622201492717;986;25/03/2023
TERRABUSI;CHOCO PAUSE OREO;129,7;250;92,75;872;12;7622201492465;981;25/03/2023
ARCOR;CHOCOLATE AGUILA BARRA X 14 G;17,02;24;42,25;0;0;77931528;65323;21/07/2022
ARCOR;CHOCOLATE ARCOR BLANCO C/ MANI 100 GR;154,59;198;28,08;1056;13,85;7790580103347;786;21/07/2022
ARCOR;01/01/1950;216,02;275;27,3;1451,64;12;7790580133771;92;21/07/2022
ARCOR;CHOCOLATE ARCOR LECHE C/ MANI 100 GR;139,7;176;25,98;938,76;12;7790580003333;68;21/07/2022
ARCOR;CHOCOLATE ARCOR LECHE C/ MANI 100 GR.;206,2;270;30,94;1409;13,85;7790580133740;985;28/10/2022
ARCOR;CHOCOLATE ARCOR LECHE Y MANI 25 GR;67,14;88;31,06;451,2;12;7790580124960;1863;21/07/2022
ARCOR;CHOCOLATE ARCOR MARMOLADO 100 GR;154,59;198;28,08;1056;13,85;7790580103354;90;21/07/2022
ARCOR;CHOCOLATE ARCOR MOUSE 70 AÑOS;186,67;231;23,75;1254,42;12;7790580132613;99;21/07/2022
ARCOR;CHOCOLATE BLANCO ROCKLE COFLER X 55 G;63,98;83;30;0;0;7790580103132;62;21/07/2022
PALACIO;CHOCOLATE BOMBON DANCING VARIOS SABORES;1,87;4;92;0;0;72;65293;07/03/2018
TERRABUSI;CHOCOLATE CADBURY ALMENDRAS 72 GR;224,7;280;24,61;1510;12;7791249008768;625;04/06/2022
TERRABUSI;CHOCOLATE CADBURY ALMENDRAS 82 GR.;348;450;29,31;2339;12;7622201807405;994;21/03/2023
TERRABUSI;CHOCOLATE CADBURY DAIRY MILK 72 GR;87,57;110;25,61;588;12;7791249008720;66;08/06/2020
TALCA;CHOCOLATE CADBURY INTENSE  24 GR.;102;130;27,67;685;12;7622210733887;8;30/07/2022
TERRABUSI;CHOCOLATE CADBURY INTENSE 25 GR.;137;200;45,99;921;12;7622201818609;99;27/12/2022
TERRABUSI;CHOCOLATE CADBURY TRES SUEÑOS 24 GR;93,99;120;27,67;632;12;7791249020098;9;07/03/2022
TERRABUSI;CHOCOLATE CADBURY TRES SUEÑOS 25 GR.;137;200;45,99;921;12;7622201818579;999;27/12/2022
TERRABUSI;CHOCOLATE CADBURY TRES SUEÑOS 82 GR;348;450;29,31;2339;12;7622201818739;992;21/03/2023
TERRABUSI;CHOCOLATE CADBURY YOG FRUTILLA 80 G;87,57;110;25,61;0;0;7791249020074;65472;08/06/2020
TERRABUSI;CHOCOLATE CADBURY YOGHURT FRUTILLA;316,5;450;42,18;2127;12;7622201818715;983;25/03/2023
TERRABUSI;CHOCOLATE CADBURY YOGHURT FRUTILLA 27G;42,04;60;42,86;0;0;7791249020067;65479;29/09/2020
TERRABUSI;CHOCOLATE CADBURY YOGHURT FRUTILLA 29 GR;137;220;60,58;921;12;7622201818654;991;25/03/2023
ARCOR;CHOCOLATE CELOFAN 50% CACAO;97,2;130;33,74;651;11,64;7790580120092;979;25/02/2023
ARCOR;CHOCOLATE CELOFAN ARCOR BLANCO 25GRS;97,2;130;33,74;0;0;7790580607418;64999;25/02/2023
ARCOR;CHOCOLATE CELOFAN ARCOR NEGRO 25GR;97,2;130;33,74;0;0;7790580607210;64938;25/02/2023
ARCOR;CHOCOLATE COFLER 50% CACAO 55 GR.;197;260;31,98;1324;12;7790580131319;983;18/10/2022
ARCOR;CHOCOLATE COFLER AIR ALMENDRAS X 27 G;38,42;50;30;0;0;7790580103392;943;21/07/2022
ARCOR;CHOCOLATE COFLER AIR ALMENDRAS X 55 G;243,65;350;43,65;0;0;7790580103439;65382;27/01/2023
ARCOR;CHOCOLATE COFLER AIR BON O BON 30 GR.;117,4;150;27,77;789;12;7790580127145;85;18/10/2022
ARCOR;CHOCOLATE COFLER AIR LECHE X 27 G;117,4;150;27,77;0;0;7790580103361;65448;18/10/2022
ARCOR;CHOCOLATE COFLER AIREADO ALMEND 100 GR;91,06;121;32,88;0;0;7790580103477;930;21/07/2022
ARCOR;CHOCOLATE COFLER AIREADO ALMENDRAS 30G;24,05;33;38;0;0;7790580332518;65504;21/07/2022
ARCOR;CHOCOLATE COFLER AIREADO LECHE 100 GR.;91,06;121;32,88;0;0;7790580103446;840;21/07/2022
ARCOR;CHOCOLATE COFLER ALMENDRA X 300 G;177,07;241;36;0;0;7790580361617;65523;21/07/2022
ANALGESICOS;CHOCOLATE COFLER ALMENDRAS 100 GR.;144,61;190;31,39;971,78;12;7790580103569;993;20/01/2021
ARCOR;CHOCOLATE COFLER ALMENDRAS 140 GR.;482,46;627;29,96;3242,16;12;7790580128234;98;21/07/2022
ARCOR;CHOCOLATE COFLER BLOCK 1 KILO;1540;1925;25;0;0;7790580115579;65526;21/07/2022
ARCOR;CHOCOLATE COFLER BLOCK 38 GR;129,15;180;39,37;0;0;77953124;62517;21/03/2023
ARCOR;CHOCOLATE COFLER BON O BON 70 GR;243,65;350;43,65;0;0;7790580115562;65448;27/01/2023
ARCOR;CHOCOLATE COFLER CHOCOLINAS 140 GR;279,1;350;25,54;1876;12;7790580127336940;997;07/10/2022
ARCOR;CHOCOLATE COFLER CHOCOTITAS;71,07;97;36,19;477,6;12;7790580123659;192;21/07/2022
ARCOR;chocolate cofler coco y ddl;81,4;110;35,14;547,02;12;7790580123789;969;21/07/2022
ARCOR;CHOCOLATE COFLER CONFITES ROCKLETS 55G;16,7;25;50;0;0;7790580242015;65526;21/07/2022
ARCOR;CHOCOLATE COFLER DOS PLACERES 55G;47,93;75;56;0;0;7790580039714;65486;21/07/2022
ARCOR;CHOCOLATE COFLER GRAFFITI 45 GR.;124,2;180;44,93;0;0;7790580111755;65160;21/03/2023
ARCOR;CHOCOLATE COFLER LECHE 140 GR.;482,9;627;29,84;3245,1;12;7790580127947;99;21/07/2022
ARCOR;CHOCOLATE COFLER MANI CON CHOCOLATE;15,03;25;66;0;0;779050257408;100;21/07/2022
ARCOR;CHOCOLATE COFLER MIXTO X 55 G;243,65;350;43,65;0;0;7790580103422;65451;27/01/2023
ARCOR;CHOCOLATE COFLER MOUSSE AGUILA 64 GR;41,67;63;52;0;0;7790580110598;65531;21/07/2022
ARCOR;CHOCOLATE COFLER RELLENO DULCE DE LECHE 35 GR;81,4;110;35,14;547,02;12;7790580132958;1075;21/07/2022
ARCOR;CHOCOLATE COFLER ROCKLETS 100 GR;266,07;350;31,39;1788;12;7790580103552;92;07/10/2022
ARCOR;CHOCOLATE COFLER ROCKLETS X 100 G;41,74;63;52;0;0;7790580242114;96;21/07/2022
ARCOR;CHOCOLATE COFLER TOFI 70 GR;244;350;43,44;0;0;7790580116842;65465;27/01/2023
ANALGESICOS;CHOCOLATE COFLER YOGHURT FRUTILLA 35 GR;74;100;35,14;497;12;7790580123772;92;07/02/2022
PALACIO;CHOCOLATE FERRERO ROCHER X 37.5 G;239;300;25,52;0;0;78909434;1634;24/11/2022
ALMACEN;CHOCOLATE GEORGALOS COLMENITA;27,09;40;47,66;182,04;12;7790380024194;76;31/03/2021
PALACIO;CHOCOLATE HAMLET MENTA;6,37;12;88;0;0;7794612110044;1;
PALACIO;CHOCOLATE HAMLET YOGHURT FRUTILLA;15;20;33,33;0;0;7794612066419;65518;27/09/2019
PALACIO;CHOCOLATE KINDER BARRITA X 4 ok;29,42;36;22;0;0;77949684;1;16/07/2020
TERRABUSI;CHOCOLATE MILKA BIS;310;400;29,03;2083;12;7622210788207;87;07/03/2023
TERRABUSI;CHOCOLATE MILKA CASTAÑAS CARAMELO 70 G;36;50;38,89;0;0;7622300057091;93;28/10/2019
TERRABUSI;CHOCOLATE MILKA CHOCOPAUSE 45 GR;129,7;170;31,07;0;0;7622300989354;906;12/11/2022
TERRABUSI;CHOCOLATE MILKA DDL BLANCO 29 GR;33,3;45;35,32;224;12;7622300844929;20;28/10/2019
TERRABUSI;CHOCOLATE MILKA DULCE DE LECHE;205;260;26,83;1377,6;12;7622300844943;97;11/06/2022
TERRABUSI;CHOCOLATE MILKA DULCE DE LECHE 29 GR;33,3;45;35,32;224;12;7622300844905;20;28/10/2019
TERRABUSI;CHOCOLATE MILKA DULCE DE LECHE CORAZON;14,8;20;34,95;100;12,61;7622300594220;8;22/06/2020
TERRABUSI;CHOCOLATE MILKA LEGER ALMENDRAS 50 GR;255;350;37,25;1714;12;7622201818975;983;25/02/2023
TERRABUSI;CHOCOLATE MILKA LEGER COMBINADO 45 G;153,55;200;30,25;0;0;7622300800284;977;08/03/2022
TERRABUSI;CHOCOLATE MILKA LEGER COMBINADO 50 GR;255;350;37,25;1713;11,94;7622201818951;990;25/02/2023
TERRABUSI;CHOCOLATE MILKA LEGER LECHE 25 G;25,74;35;35,98;0;0;7622300800239;77;28/10/2019
TERRABUSI;CHOCOLATE MILKA LEGER LECHE 50 GR;255;350;37,25;1713;11,94;7622201818937;984;25/02/2023
TERRABUSI;CHOCOLATE MILKA LILA FRUTILLA 37 G;38,32;50;30,48;257,51;12;7622210815156;99;25/07/2020
TERRABUSI;CHOCOLATE MILKA LILA OREO 37 G;122;160;31,15;820;12;7622210828606;97;30/07/2022
TERRABUSI;CHOCOLATE MILKA MILK 20 GR;54;150;177,78;363;12;7622210795625;76;25/03/2023
TERRABUSI;CHOCOLATE MILKA OREO 100 GR;338;440;30,18;2271,36;12;7622300631574;999;04/06/2022
TERRABUSI;CHOCOLATE MILKA OREO 20 GR.;54;150;177,78;363;12;7622210795908;61;25/03/2023
TERRABUSI;CHOCOLATE MILKA PAUSE OREO;61,2;80;31,34;411;12;7622210719867;796;30/07/2021
TERRABUSI;CHOCOLATE MILKA TRIPLE COCOA;112,02;140;24,98;753;12;7622210609908;2;28/10/2019
TERRABUSI;CHOCOLATE MJOY ALMENDRAS 55 GR;252;350;38,89;1693;12;7622210745620;775;21/03/2023
TERRABUSI;CHOCOLATE MJOY BLANCO 55 GR;252;350;38,89;1693;12;7622210745583;836;21/03/2023
TERRABUSI;CHOCOLATE MJOY CASTAÑAS 55 GR;252;350;38,89;1693;12;7622210745293;827;21/03/2023
TERRABUSI;CHOCOLATE MJOY LECHE 55 GR;252;350;38,89;1671;10,5;7622210745224;365;21/03/2023
TERRABUSI;CHOCOLATE MJOY OREO LECHE 55 GR;252;350;38,89;1693;12;7622210745033;91;21/03/2023
PALACIO;CHOCOLATE PARAGUITAS;8,16;12;47;0;0;79;65464;03/06/2017
ARCOR;CHOCOLATE ROCKLETS  20G;73,04;100;36,91;0;0;7790580421007;64576;20/01/2023
PALACIO;CHOCOLATE SHOT 35G;91,26;200;119,15;0;0;77914217;691;25/03/2023
PALACIO;CHOCOLATE SHOT BLANCO;86,1;200;132,29;579;12;77983992;998;25/03/2023
PALACIO;CHOCOLATE SIN AZUCAR GEORGALOS;61,65;70;13,54;628,83;70;77917911;91;31/03/2021
OTROS;CHOCOLATE SUFLAIR NESTLE 50 GR;18;25;38;0;0;7891000107836;93;26/04/2018
ARCOR;CHOCOLATE TABLETA SEMIAMARGO 100 GR.;78,5;100;27,66;527,52;12;7790580117924;-3;21/07/2022
TERRABUSI;CHOCOLATE TOBLERONE 50G;82,58;110;33,2;554,94;12;76145513;93;01/06/2020
ARCOR;CHOCOLATE TOFI 15G;17,19;25;45,77;0;0;77972279;2;21/07/2022
ARCOR;CHOCOLATE TOFI BLANCO 28GR;48,09;66;37,24;0;0;77974648;75;21/07/2022
ARCOR;CHOCOLATE TOFI NEGRO 28G;142,55;200;40,3;0;0;77974631;65339;06/02/2023
ARCOR;CHOCOLATE TOFI RELLENO BLANCO 55 GR;98,89;121;22,36;664,56;12;7790580746711;993;21/07/2022
ARCOR;CHOCOLATE TOFI RELLENO LECHE 55 GR.;187,5;250;33,33;1260;12;7790580746612;992;12/08/2022
ARCOR;CHOCOLATE TRES PLACERES 55 G;187,11;250;33,61;0;0;7790580106560;415;02/09/2022
PALACIO;CHOCOLATIN CON LECHE;10,39;20;92,49;69,82;12;77969354;74;31/03/2021
PALACIO;CHUPETIN COSMO CHICLE;18;30;66,67;0;0;1299;-129;25/03/2023
PALACIO;CHUPETIN COSMOS FRUTALES;18;30;66,67;0;0;1923;65272;25/03/2023
PALACIO;CHUPETIN FRUTALES;18;30;66,67;0;0;1231;-13;25/03/2023
ARCOR;CHUPETIN MONSTER BI POPS;15;30;100;101;12;3321;44;25/03/2023
ARCOR;CHUPETIN MR POPS EXTREME ACIDO-DULCE;3,14;30;855,41;0;0;1888;65497;25/03/2023
ARCOR;CHUPETIN MR. POPS MONSTER;3,99;30;651,88;26,82;12;3137;72;25/03/2023
TERRABUSI;CHUPETIN PICO DULCE;60;100;66,67;403;12;3111;850;24/03/2023
ARCOR;CHUPETIN POPS EVOLUTION FEST;31,15;50;60,51;0;0;1232;8391;19/01/2023
ARCOR;CHUPETIN TROMPITO;18;30;66,67;0;0;1488;742;25/03/2023
BARRICA BEBIDAS;CHUPETINES BABY DOL;18;30;66,67;0;0;7792860016217;-7;25/03/2023
ANALGESICOS;CIGARRERA ESPEJO;750;900;20;5040;12;3424;100;08/10/2021
BRINDAR;CIGARRILLO CAMEL 20 BOX;604,8;700;15,74;0;0;77977205;513;10/03/2023
BRINDAR;CIGARRILLO CAMEL BLUE 20 BOX;604,66;690;14,13;4063;12;77910936;997;10/03/2023
OTROS;CIGARRILLO CARNIVAL CONVERT 20;90;120;33,33;0;22,22;78414891;65470;08/04/2020
EZD;CIGARRILLO CHESTERFIELD FRESH 20;503;580;15,31;0;-100;77953957;63765;25/02/2023
EZD;CIGARRILLO CHESTERFIELD REMIX 20 BOX;513;600;16,96;3447;12;77973887;9393;25/02/2023
EZD;CIGARRILLO COLORADO;26,01;33;25;0;0;77936189;978;02/09/2022
BRINDAR;CIGARRILLO GOLD LEAF BOX 20;191,96;217;13,05;0;0;77910905;899;26/02/2022
EZD;CIGARRILLO HARMONY IMPARCIALES;155,55;184;18,29;1045,32;12;77965004;985;02/09/2022
OTROS;CIGARRILLO HILLS click;190;300;57,89;2300;21,05;78409439;1983;20/03/2023
EZD;CIGARRILLO L&M BLUE KS 20;437,26;500;14,35;2938,39;12;77969828;1000;21/03/2023
EZD;CIGARRILLO L&M RED KS 20;437,62;500;14,25;2940,81;12;77969811;1000;21/03/2023
BRINDAR;CIGARRILLO LUCKY 12 COOL BOX;312,1;350;12,14;0;0;77976994;6368;25/03/2023
BRINDAR;CIGARRILLO LUCKY COOL KS 20 CLICK;211,86;250;17,79;1461,84;15;77963246;604;26/02/2022
BRINDAR;CIGARRILLO LUCKY INDIGO WILD 12 UVA;312,1;350;12,14;0;-100;77976963;1766;25/03/2023
BRINDAR;CIGARRILLO LUCKY INDIGO WILD DOBLE CLICK UVA;555,9;650;16,93;0;0;77976949;446;25/03/2023
BRINDAR;CIGARRILLO LUCKY PARISIENNES 20 BOX;673;750;11,44;4523;12;77977090;1905;25/03/2023
BRINDAR;CIGARRILLO LUCKY STRIKE COOL 20 BOX;560;650;16,07;0;0;77977038;7823;10/03/2023
BRINDAR;CIGARRILLO LUCKY STRIKE DOBLE CLICK LIMON;555,9;650;16,93;0;0;77976536;818;25/03/2023
BRINDAR;01/12/2001;312,1;350;12,14;2097;12;77985897;83;25/03/2023
BRINDAR;CIGARRILLO LUCKY STRIKE SILVER;443,6;500;12,71;2981;12;77976970;642;10/03/2023
EZD;12/03/2001;218,47;253;15,81;1468,14;12;77979674;9945;02/09/2022
EZD;CIGARRILLO MARLBORO GOLD BOX 20 ok;639;750;17,37;4294;12;77905819;529;03/03/2023
EZD;CIGARRILLO MARLBORO ICE BLAST X 20 BOX;569;650;14,24;0;-100;77941015;63597;25/03/2023
EZD;20/03/2001;315,97;368;16,47;2130,12;12,36;77965189;9840;02/09/2022
EZD;CIGARRILLO MARLBORO UVA BOX X 10 ok;330;400;21,21;0;10;77978141;62580;03/03/2023
BRINDAR;CIGARRILLO PALL MALL PLATA KS;192,26;228;18,51;0;0;77942128;65382;26/02/2022
HUACHANA MARTIN;CIGARRILLO PANTER VARIOS;106;140;32,08;712;12;4403;963;10/09/2022
EZD;CIGARRILLO PHILIP CAPS 20 BOX;324,16;379;17,07;0;0;77961211;9280;02/09/2022
BRINDAR;CIGARRILLO ROTHMANS RED BOX 20;169,49;206;21,63;0;0;77955395;980;26/02/2022
BRINDAR;CIGARRILLO ROTHMANS RED KS 20;209,69;240;14,45;0;0;77955388;955;17/06/2022
BARRICA BEBIDAS;CIGARRILLO SUELTO;19,32;30;55,28;130;12;3232;9999951;07/01/2023
BARRICA BEBIDAS;CIGARRILLO SUELTO 2X50;38,64;50;29,4;53;36,36;3212;9999841;07/01/2023
BRINDAR;CIGARRILLO VICEROY AZUL 20;70,96;104;47,25;0;0;77910622;65534;26/02/2022
OTROS;CIGARRILLOS ALTERNATIVO TRUCHO CJ;21;30;42;0;0;1221;951;05/07/2017
OTROS;CIGARRILLOS ALTERNATIVO TRUCHO MELBO;18;28;55;0;0;122;944;05/07/2017
SNACKO;CIGARRILLOS BALTIMORE;34;45;32,35;228,48;12;77901071;91;16/01/2020
BRINDAR;CIGARRILLOS CAMEL 11 BOX;345,52;400;15,77;0;0;77977229;194;10/03/2023
BRINDAR;CIGARRILLOS CAMEL 20 COMUN;230,93;271;17,46;0;0;77910974;532;26/02/2022
BRINDAR;CIGARRILLOS CAMEL ACTIVATE 20 BOX;597,64;690;15,38;0;0;77977236;953;10/03/2023
OTROS;CIGARRILLOS CARNIVAL;17;25;47;0;0;689490000754;61;06/01/2018
EZD;CIGARRILLOS CHESTER 20 COMUN ED. LIM;406;470;15,76;2728;12;77967053;1777;03/03/2023
EZD;CIGARRILLOS CHESTERFIELD 20 BOX;520;600;15,38;0;0;77953476;383;25/02/2023
EZD;CIGARRILLOS CHESTERFIELD RED 10 BOX;255;300;17,65;0;-100;77953483;62018;03/03/2023
EZD;CIGARRILLOS CHESTERFIELD RED KS X 20;406;470;15,76;0;-100;77953513;60013;03/03/2023
EZD;CIGARRILLOS DERBY 20 AZUL KS COMUN;138;172;25;0;0;77910158;999;02/09/2022
BRINDAR;CIGARRILLOS GITANES 20;195,58;217;10,95;0;0;77910585;903;26/02/2022
EZD;CIGARRILLOS HARMONY;157,19;184;17,05;0;-100;77935731;767;02/09/2022
BRINDAR;CIGARRILLOS HARMONY 43/70 KS;172,41;206;19,57;0;-100;77910318;703;26/02/2022
BRINDAR;CIGARRILLOS HARMONY 43/70 LARGO;172,41;206;19,57;0;-100;77910431;946;26/02/2022
EZD;CIGARRILLOS HARMONY DORADOS;409;470;14,91;2730;11,25;77966759;469;25/02/2023
EZD;CIGARRILLOS JOCKEY 20 COMUN KS;18,19;28;54;0;0;77910370;96;02/09/2022
EZD;CIGARRILLOS L Y M RED KS 20;173,03;207;19,63;0;-100;77926357;950;02/09/2022
EZD;CIGARRILLOS LE MANS SUAVE 20 COMUN;145,64;173;18,45;0;0;77951700;1700;02/09/2022
BARRICA BEBIDAS;CIGARRILLOS LIVERPOOOL;90;120;33,33;604,8;12;3495;90;14/03/2022
BRINDAR;CIGARRILLOS LUCKY  20 COOL CONVERTIBLE;487,6;550;12,8;0;-100;77976956;2141;25/03/2023
BRINDAR;CIGARRILLOS LUCKY 12 BOX;312,1;350;12,14;0;-100;77976505;5769;25/03/2023
BRINDAR;CIGARRILLOS LUCKY CLICK & ROLL BOX 20;212,59;250;17,38;0;0;77929068;731;26/02/2022
BRINDAR;CIGARRILLOS LUCKY INDIGO WILD BOX 12 CONVERTIBLE;312,1;350;12,14;0;0;77936523;64699;25/03/2023
BRINDAR;CIGARRILLOS LUCKY STRIKE 20 BOX;517;600;16,03;0;0;77976529;1794;10/03/2023
BRINDAR;CIGARRILLOS LUCKY STRIKE 20 KS;487,66;550;12,78;0;0;77976512;1546;25/03/2023
BRINDAR;CIGARRILLOS LUCKY STRIKE FRESH 12 SANDIA;109,21;130;19,23;733,92;12;77974839;993;26/02/2022
BRINDAR;CIGARRILLOS LUCKY STRIKE FRESH DURAZNO;109,21;130;19,23;733,92;12;77974853;991;26/02/2022
EZD;CIGARRILLOS MARLBORO  UVA BOX X 20 ok;569;650;14,24;0;-100;77947550;61550;25/03/2023
EZD;CIGARRILLOS MARLBORO 10 ok;359,21;420;16,92;0;;77983343;63582;03/03/2023
EZD;CIGARRILLOS MARLBORO 20 BOX;640;750;17,19;0;10;77918482;62993;25/02/2023
EZD;CIGARRILLOS MARLBORO RED KS 20 COMUN;560;650;16,07;0;10;77916433;9276;25/02/2023
EZD;CIGARRILLOS MARLBORO SUMMER 10 ok;134,12;161;20,04;901,26;12;77968418;965;02/09/2022
EZD;CIGARRILLOS MARLBORO SUMMER 20 BOX;569;650;14,24;3824;12;77968401;8705;25/03/2023
BARRICA BEBIDAS;CIGARRILLOS MASSALIM;90;120;33,33;604,8;12;3360;77;16/03/2021
OTROS;CIGARRILLOS MELBO 20 ORIGINAL;21;30;42;0;0;7798123960150;905;05/07/2017
BARRICA BEBIDAS;CIGARRILLOS MILENIO;40;50;25;268,8;12;77915344;7;17/08/2019
BRINDAR;CIGARRILLOS PARISIENNES 10 BOX;101,23;130;28,62;0;-100;77910943;108;26/02/2022
BRINDAR;CIGARRILLOS PARISIENNES 20 BOX;218,92;260;18,95;0;-100;77910950;4867;26/02/2022
BRINDAR;CIGARRILLOS PARISIENNES 20 KS;202,47;239;17,89;0;-100;77910325;1733;26/02/2022
EZD;CIGARRILLOS PARLIAMENT 20 BOX;608,2;700;15,09;0;-100;77929891;64133;07/01/2023
EZD;CIGARRILLOS PARTICULARES 20;203,31;241;18,78;0;-100;77966766;1025;02/09/2022
EZD;CIGARRILLOS PHILIP KS MORRIS 20;504;580;15,08;0;10,1;77912879;43650;25/02/2023
EZD;CIGARRILLOS PHILIP MORRIS  20 BOX;559;650;16,28;0;10;77912954;35498;03/03/2023
EZD;CIGARRILLOS PHILIP MORRIS 12 BOX;320,6;380;18,53;0;10;77981813;63532;25/02/2023
EZD;CIGARRILLOS PHILIP MORRIS 20 CAPS BOX;560;650;16,07;0;0;77940735;41673;25/02/2023
EZD;01/10/2001;249,43;280;12,26;1676;12;77983831;974;15/11/2022
EZD;CIGARRILLOS PHILIP TROPICAL;324,16;379;17,07;2180,88;12,13;77975010;4532;02/09/2022
EZD;CIGARRILLOS PHILIPS 20 KS CONVERTIBLES;261,95;299;14,15;0;0;77940711;840;02/09/2022
ANALGESICOS;CIGARRILLOS R7 MENTHOL;42;60;42,86;0;-100;2132;2471;15/08/2019
BRINDAR;CIGARRILLOS ROTHMANS 10 CONVERTIBLE;74,07;104;41,07;0;-100;77955432;65139;26/02/2022
BRINDAR;CIGARRILLOS ROTHMANS 11 BOX;79,83;104;30,87;0;0;77955418;887;26/02/2022
BRINDAR;01/01/4370;202,95;239;17,62;1363,8;12;77974211;988;26/02/2022
BRINDAR;CIGARRILLOS ROTHMANS CONVERTIBLE 20 KS;432,76;500;15,54;2908;12;77977151;735;10/03/2023
BRINDAR;CIGARRILLOS ROTHMANS ROJO 20 KS;432,76;500;15,54;2908;12;77977120;386;10/03/2023
BRINDAR;CIGARRILLOS ROTHMANS UVA 20 LARGO;161,13;195;21,2;1082,82;12;77955449;97;26/02/2022
BRINDAR;CIGARRILLOS ROTHMANS X 12 BOX + ENCEND;130,06;162;24,92;0;0;7793677911696;65531;26/02/2022
